PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,status
3.4880309321413163,1.6647052938924098,2.2252887760016438,-1.7795733939082878,-0.976309664890681,-0.7751330160850657,-0.2556669402656329,0.6547215239591809,0.10605260055227043,-0.5243486716120865,0.6734791196493973,1
6.0747190206746495,1.802379221910606,1.8387864532900327,-1.5342076295102902,-0.6665641926949595,-1.038955935484731,-0.7664114300964513,-0.01534380930154789,1.0741139775248074,-0.1566623169284546,0.9343566863204406,1
5.002785661368729,2.007033790983038,1.8701914140533729,-1.5147037091052165,-0.7585519556596196,-1.3297534027762494,-0.4954144758046225,0.5010003616196561,0.8000145964361844,-0.01530476732930327,1.3032968081477778,1
5.34198973800172,1.9541553345340144,2.0089966421534386,-1.5986470894506941,-0.8708837955122201,-1.246068051514724,-0.734809611097619,0.3744654466995115,1.0168343642066309,-0.056067058148331614,1.1354130776049758,1
6.703968882210815,2.218950420588098,1.0850504775756291,-1.4774188582154828,-0.6832025365116523,-1.3645484983746194,-0.40362193067307783,0.5046680734993012,0.7810353010531694,-0.29577397349991835,1.8232644372396667,1
4.187216643263988,1.9002917621886777,2.217519230706122,-1.39957555936327,-0.9384650310597248,-1.2363364739177316,-0.2845793376563644,0.6584067013676519,0.9513333394729798,0.10677297726092708,1.2713661380583294,1
-0.48398010886719345,0.3998024664565821,2.626804516270889,-1.3132715655485847,-0.7288523218370343,-0.32547109732716706,0.14920246863009884,0.2951317752086512,1.0634077489990446,0.9182393133193331,-0.599665802849585,1
-0.795610742149907,-0.0909201785647905,2.055269859384635,-1.6577866050236745,-0.4154889362615897,-0.4897886348538447,-0.1914587460375729,0.21063387092506242,0.45090932104650416,0.9711148711800829,-0.6626195876562192,1
0.4646667472041066,1.4581597637147785,2.1684943165742205,-2.2021917651388843,-0.5252929915904015,-0.45332928221893637,-0.663213909239208,-0.07491596144869463,0.7576550976448134,0.9058060660786585,-0.6152625846232123,1
1.4287934376485798,1.3915936806227143,2.502005210980479,-2.381731534336773,-0.6871060315019549,-0.7276434354829953,-0.817370882033207,0.0024974618890256832,0.6984460277209136,0.6756814598605523,-0.22356599517655204,1
0.6235579781409561,1.6817733883247716,2.454707104524068,-2.7126131305089505,-0.6365434385448038,-0.5103257782518565,-0.9355577601569005,-0.14547136199483043,0.9971568769404952,0.9338866393270011,-0.7383575573233333,1
1.3934676310808762,1.6141629398966837,2.528270467543348,-2.598975219648262,-0.5640616368693586,-0.6226398946226641,-1.2651194156150234,-0.233682843918744,0.7595938877253425,0.7281798139505741,-0.48592462176700896,1
-0.9198943979211784,-0.14300958266150152,3.3524159244259364,-0.38350152760753525,-0.414575411877867,-0.5912877941968849,0.5492130152501398,0.6036400331913356,-0.2839936768503659,0.5020057223900769,0.1863622466675093,1
-0.01844242130087381,1.000674664243043,3.774633652946524,-1.1256669483638824,-1.1100685178075622,-0.5213835076087631,-0.3966024466501495,0.4494654093156363,-0.5691035896732118,-0.12344049096389613,-0.27618306076682064,1
-0.19768718138586402,0.23590015621083646,3.2311780143341626,-0.8704163731869332,-1.03689888265449,-0.3997287906991105,0.18894906918935714,0.4717260835130219,-0.1643792742239161,-0.658259576917845,-0.3094236411639023,1
-0.38216714202376567,0.8189347642931756,2.840433668528406,-0.7644350387021461,-1.0795413421663842,-0.0445786717513752,-0.19547003109718922,0.16610738897399482,0.2023117009804911,0.10862016363507228,-0.9999617078444331,1
0.5134143252653766,1.5793403687975713,2.4439991990763326,-0.04485153094972882,-1.256987503543698,0.45160934208659975,-0.07838763175108489,-0.09659165060255907,-0.22309374223533432,0.061274896335056554,-1.5403965669784614,1
2.9488790529086484,2.7058838213373946,3.540725381872181,-1.0525914418164573,-1.0969937998692054,0.7304179541895668,-1.802003898116094,-0.9860040180944808,1.4424237086977982,0.09845294072486968,-1.671255008295818,1
5.359830911487615,1.949570396025946,2.0144807487871863,-1.7985962099150443,-0.3160107921701653,0.1628643464460508,-1.4259219628813349,-1.6601626081368117,0.826853011148245,-0.17591056497021687,-1.339326856960374,1
3.5188603686561026,1.8503008332024233,2.7900546323636957,-0.6007908650082864,0.4517841738187646,0.3788970634111827,-0.7070086706991898,-1.3453470457447498,1.067309418118179,0.9492298561874483,-0.8544182401839393,1
3.221006169556196,2.1895713526705842,2.0230689624766933,-1.6579820835940087,-0.1243052564240471,0.6265055019316935,-0.6024120959751288,-1.0165711555734436,0.6066379811074787,-0.0656186050011914,-1.0163869907420093,1
3.114610192980815,0.7415470001390032,2.065045697705328,-1.3115993860419026,-0.3760854068398836,-0.05372658182834755,-0.2931095187580744,-1.139258170959499,0.41231876333022954,-0.32869219947060063,-1.099260799023903,1
3.5038113158274595,0.8438433457181735,2.670718376495977,-0.9382828202800805,-0.6888357733508367,-0.11508906887406523,-1.2411235059127497,-1.1173011977574314,0.584310290340124,-0.5028633982329898,-1.262161534814215,1
3.121008156128322,0.6064591069301553,2.657187433267927,-0.5779108756313945,-0.4610785417077788,-0.10466160078879425,-0.1552902082102833,-0.663215874213271,0.13363206887319598,-0.926785090928165,-0.5735540445872392,1
0.46590715554754036,1.815234985580585,3.700978424784174,-0.35120089180647,-0.8534170655249194,-0.34188988237291346,-0.34119387783731586,0.5960603216756878,-1.0207102773668364,-0.4737880025889737,0.26779891368065917,1
2.6233304650966662,1.3892531488112247,2.0225329948988198,-1.8087705850856621,-0.3586988234690466,-0.3114202406120468,-0.9216219815078822,-0.10581974061673424,-0.852509970680699,0.3714353519911644,-0.48184488261078734,1
0.4714394354790119,0.8579380048807227,3.7229870042497746,-0.19025451060425333,-1.057132795093703,-0.4888290136749573,-0.23122045531004629,0.4900961896608701,-1.0281478781824762,-0.6509781398519413,-0.27023324453979336,1
0.29891805123404375,0.8234866999436792,3.515160961963538,-0.5128300289957756,-1.1281523717001043,-0.6073170818640811,0.2486834312459815,0.9177994435421419,-1.1798818041886672,-0.4295431186641589,0.27846220348458556,1
-0.21507844094381437,0.4347767200116272,3.331793822827638,-0.3132532818219577,-1.2131237688468919,-0.46454359701553744,0.1479321450881691,0.4835294893529179,-0.7720240069492673,-0.31413472071969684,-0.8328592728773493,1
0.04858026668252371,0.6362346035583263,3.098299279925335,-0.2818349430400676,-1.2342823565480723,-0.41985750813971906,0.7628837996040764,0.9212538214086528,-0.6962478088202112,-0.4646742553472212,-0.09667395962024934,1
-0.8355135707796293,-0.5788919456998677,4.194514830056324,1.9544961614952843,-0.17379870651314536,-0.5308764664848973,1.4436413658191103,0.8200713129631281,0.07429849300009056,0.46734678300890686,0.39939425913663823,0
-0.9646975584798324,-0.8778254586377375,4.388003004376386,2.131127270743765,-0.13816564719937313,-0.6679485746373308,0.7348655168532156,0.9295065150516486,-0.45977676423347547,0.6575262598244002,0.16507953339215387,0
-0.7846841989452098,-0.9822797836968801,3.9166486533226696,2.0668189658839453,-0.5742569583953907,-0.47130550262509113,1.375801124663105,1.1520742498505503,0.5338415664427844,0.7294899141420109,0.004683627455198635,0
-1.1527603130555344,-1.1762508706051813,4.551577514744035,2.3292424244350607,-0.6843396937473969,-0.7600446007370291,1.507076502892735,1.695328646329628,-0.10860797882374408,0.6186230666571396,0.45184053267338414,0
-1.2149763566118945,-1.314838003855865,4.527788868353574,2.4104336042944676,-0.7553698930439757,-0.8417081865211516,1.7870126848028922,1.9182628160168869,-0.28334882334572464,0.5170190305995357,0.6290019370073165,0
-0.641978308454295,-0.9399676148339472,5.07096563570158,2.252033425721322,-0.09090162854983756,-0.9866520825664099,0.3785406090261904,1.048610871808162,-1.1113168391677044,0.46872902931094024,0.5435432407780619,0
0.8610520261234742,0.32028983940243094,4.532397615745992,0.9210770215738046,-0.1529188787495433,-0.8121930028480341,0.27642717619941215,0.28038893695084766,-0.26240118616501085,0.02721408846176888,0.7753596794287452,1
0.45237895170269915,0.24673698470029753,4.732496235436913,0.8596673096115306,-0.288303854747429,-0.9310162036178412,0.12176444687037534,0.4524540420197771,-0.44586543032684006,0.1049865226074669,0.82930358018947,1
-0.21858467265164747,-0.07838793683290755,4.51948655499947,1.2282936702821476,-0.3145876411062402,-0.7389198127502069,0.37162864746672575,0.5624317442116481,-0.0828019455067453,0.47597829791021407,0.33136824614359,1
0.26086089221865155,0.23534168563562516,4.860089381206381,1.224175250031995,-0.48369466923995913,-0.7053997296356882,0.08596173433915447,0.45796088523608935,0.1979351752192334,0.36493307681297293,0.25730838175469456,1
-0.04092210054333502,-0.10049496259545257,4.951364581309924,1.4172062296734904,-0.30136635813605184,-0.96732465403866,0.43690843962153497,0.7726529784440131,-0.540361739025326,0.21249965148484196,0.7890414423328768,1
-0.44786634746467974,-0.6224276671167112,4.533965573242808,1.4107260272027484,-0.03958250630362645,-0.9823502191245204,0.8489006639944281,0.7260036793632398,-1.3390671621320764,-0.13953290089937534,1.077160441225075,1
