mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,logfbank_0,logfbank_1,logfbank_2,logfbank_3,logfbank_4,logfbank_5,logfbank_6,logfbank_7,logfbank_8,logfbank_9,logfbank_10,logfbank_11,logfbank_12,logfbank_13,logfbank_14,logfbank_15,logfbank_16,logfbank_17,logfbank_18,logfbank_19,logfbank_20,logfbank_21,logfbank_22,logfbank_23,logfbank_24,logfbank_25,status
8.296385019232043,-0.46672906356280924,28.722737883062166,2.989719007491856,-12.751495201390089,-29.766863835945816,-30.759418212864727,-27.37093076777998,-25.335789668658194,-10.208814381501883,-10.60499334717509,-23.316082839241307,-26.187349137396545,-0.28581197869089087,4.819989171381917,7.3456797885963665,7.066805362593509,4.871017511832576,5.209847056282573,4.739405673356087,1.0965154844445748,0.47037750960614205,0.8452955605173711,1.4846740379264631,0.8848230595850315,1.0726233499051308,1.0441323173542651,1.5743694586220183,2.294774262037285,2.6706545002634643,2.6741639235430226,2.914668404301009,3.0711026114265922,3.5539661954160504,4.161708164293629,4.5216560993726596,4.7296710376368285,4.749916195313082,4.983196484726584,0
8.66455357350576,5.7220242778442145,23.73849023782444,-3.5090468093703224,-8.073249946758336,-13.684432752706638,-12.721973453858475,-16.165993987937007,-19.326498827386725,-7.253662065448806,-12.62385119526031,-23.747194352099793,-14.027831016979443,2.6036469434328144,6.395895587047405,7.086417137100303,7.755032975937653,5.0901931383884875,5.266788922217033,5.569589477662225,3.7416808559625947,3.175221381046933,2.8796779902649763,3.011139674401084,2.7171690747919577,2.4336688240893256,1.8563777304997564,1.986091055947817,2.5499502740719033,3.2605393552105757,3.1720083151810794,3.0770583725564307,3.265452624778648,3.5995872315726656,4.519617369720469,4.591280570452137,4.71831573325069,5.010531494524071,5.063896879178553,0
9.822553484783821,9.009019319961556,30.558439125115694,10.2487297425136,0.09771393938431205,-4.650415067348467,-7.849958916617063,-6.74531051390318,-7.5997784087065146,7.913092834684765,-0.37135303810997394,-3.803531618109729,-0.900113000652614,7.026100605576093,8.954930675465953,6.899931652760899,8.42445195049625,5.945458696561921,7.024976061972205,4.7628577764922735,3.747162237894317,3.156871322096823,3.219532025412409,2.9989225208156873,2.7186052733622708,3.1557257543479094,2.6719918608498157,2.2971558344120466,3.299863968846068,3.811334556034103,3.7720999966550757,4.063941517825665,4.006806540281833,4.35225327712849,4.874187551514661,5.291110408995057,5.572427122113821,4.914912229355539,5.274410822197747,0
10.920760499728335,13.240540405254178,17.29568330927581,2.1645173731235774,-6.040216905921049,-7.242703632364877,-13.926215352810928,-9.846692212036114,-18.431952705170723,-6.257382074758672,-13.144257985512542,-14.930541835403707,-9.0658853271997,5.6878596084507285,9.718515828936438,9.093284836694517,9.855358083939997,7.86082989671097,7.546908804764444,7.3990203986751935,6.235647214603397,5.763616893686176,5.512841517649174,5.503682727972741,5.000580328911072,5.0309254813289765,4.687209484518926,4.44447008375223,5.027387720962793,4.830013210136969,5.176773104166603,5.051449876041683,4.803418042000867,5.021892472912501,6.018079968484416,5.701483633696754,5.929514546653041,5.193869900281146,5.314494281717551,0
11.481199893376127,9.179302881427718,33.247343770814275,9.41627198612311,-0.22234374298953122,8.550805347218034,-16.50003605916113,-14.205108364101934,-38.504798514603664,3.9229610938511157,-5.307250095729171,-22.226222693386887,-13.053221634782524,6.646844717828699,10.599288651360276,10.01197143301637,10.147514644452281,6.770946226604082,6.991375601818841,5.2406618275563135,4.537062157131999,3.619002459012902,4.744349522978041,5.557957423379742,3.992425945773193,4.014031470994327,2.6008989662094373,2.50413759667197,4.206552706919005,4.934374558334155,4.400498485048289,4.893848624329401,4.261812255760952,5.886297883032263,6.892843604337165,7.3922052321910465,7.083235769465717,5.466656305338896,5.612490504943526,0
12.380926324777048,13.62455390925169,26.064190591472524,9.622154435879935,-7.560945025540097,1.4057323188382715,1.345946036192022,11.299810791363413,-15.285097302621878,4.60713491620396,-11.966344508126364,-17.459289598737715,1.5910722229011807,9.805492103089739,11.569566431313392,10.79579777015332,9.916676254274806,8.587524394365111,8.567508823142868,8.488707253536683,7.903120134764298,7.294647615800966,6.295073234164281,5.5925350792268285,5.168186904548725,5.2859626477054915,5.2445873610643385,4.866613144353808,5.541193116063933,7.20415845883337,6.525633954687175,6.053871215597875,6.146656315492498,6.255281470472404,7.932341302013077,7.747112988820204,7.342984090870158,6.415613252236097,6.26951962981209,0
14.52534883650127,16.84844555412383,15.316398413159384,7.19537624145538,-16.22463869484766,-7.536374823657714,-13.45376212458662,-6.804020821043736,-25.411852825717038,8.442535800335971,-10.16193450970792,-15.303278982851628,-1.8924288052154825,10.244991958958042,12.070291373753921,13.342902564435782,13.410472994407337,11.795933681656631,12.072324290857907,11.439546433456998,9.866091628509315,9.272519778468444,9.328326628610794,8.915435344064216,8.317488685807417,8.46130285467477,7.613836502939597,7.456899819722824,8.511530984661439,9.276004255798709,9.113250031912282,9.295658675004306,7.461680456648891,8.542834667227053,9.495427994242815,9.377493950924816,8.726244445157286,7.7546762928678845,7.232570172693467,0
14.804947072260246,20.63870185060553,20.485361233014682,13.390783750600303,-12.327112177751049,0.4538522582327282,-17.388714409035764,-13.607804848651911,-26.918846184274674,16.17235441525616,5.015024250966867,-15.82313166652341,-4.257558462518039,11.224568028108793,13.276987103384538,13.25000187338856,13.769676195484914,11.937301481603004,12.311542368593587,10.70466205238514,8.695963419849743,7.850234258121786,8.779762113148363,9.498522087591555,7.768160039549737,8.437716099094557,6.370153508416253,6.3974535640085275,8.300190005886565,8.405575202238913,8.516537124672073,8.752288017465236,6.794780565011945,8.634037006423023,9.143247298561821,8.95588002863514,7.7331499598457505,7.146977167200886,6.44940746656749,0
15.275700199374658,16.42419563399894,28.125141557428794,25.72818578256427,-0.9103137632656747,-4.05259528826658,-19.582071465612344,-23.00402584167326,-43.34757331684046,22.403238077133288,-1.395158504505589,-20.11147649459708,-3.5294098838136865,11.238048621057585,13.737269390774763,14.20342512576858,14.228286895918043,11.482412993611604,11.803175808715128,8.138459884889265,7.082381398139005,6.259268614177774,7.255080006359742,8.568861448299963,7.244097142887703,8.085517103708773,6.378128834400017,4.924808161791144,9.162047056802043,9.238342059549625,8.931715903215213,8.737854490420098,6.586014428645954,8.3118923950489,8.882168633286103,9.492562162653966,8.839067145008869,7.603702066403332,6.818644410520248,0
15.9870041906901,23.156801615535816,20.172107754844376,14.587125229006181,-10.88774890993249,0.07861167048609975,-17.64161138290861,-5.856600176527174,-18.558503954260853,5.787842043131953,-3.4681059824292166,-3.768453884783618,7.46738939784039,13.421567028130838,13.261047550535594,14.776077053675065,14.949316214406942,12.570109405946077,13.77784605525417,10.921356074281166,10.09653152652462,9.755580979543844,9.766092990321058,9.183676951668039,8.71435075774326,8.934691687261434,8.263221906027574,8.155372482343939,8.816391168602044,8.333478993260206,9.458609148522116,9.52746571266929,7.7905986778463525,9.075560473538467,9.802377251268032,9.620561937132,8.357820740348656,7.408741989001552,7.235681033458029,0
